frame_idx,video_time_ms,easyocr_pred,trocr_pred,same_pred,easyocr_latency_ms,trocr_latency_ms,latency_gap_ms_trocr_minus_easyocr,easyocr_score,trocr_score,easyocr_bbox,trocr_bbox
101,3366.6666666666665,38243,SR2,false,1269.2315,2713.0112,1443.7797,0.24953599602812154,0.250592440366745,"[746, 478, 794, 513]","[746, 478, 794, 513]"
102,3400.0000000000005,79,6,false,1221.6746,2467.9372,1246.2626,0.6111940741539001,0.6111940741539001,"[747, 473, 797, 510]","[747, 473, 797, 510]"
103,3433.3333333333335,8822,SR,false,1826.5746,2536.6332,710.0586,0.10404554754495621,0.6958980560302734,"[752, 472, 800, 507]","[752, 472, 800, 507]"
104,3466.666666666667,3822,SR,false,1685.3279,1619.2641,-66.0638,0.4413503408432007,0.4413503408432007,"[755, 472, 801, 505]","[755, 472, 801, 505]"
105,3500.0,,,true,224.6280,273.5045,48.8765,0.0,0.0,,
106,3533.3333333333335,RBZL,6,false,1717.0192,1974.2905,257.2713,0.3443896174430847,0.6936769485473633,"[760, 466, 808, 501]","[760, 466, 808, 501]"
107,3566.666666666667,3B2,6,false,1831.7065,1435.0687,-396.6378,0.6375484637615871,0.6659078001976013,"[763, 464, 810, 498]","[763, 464, 810, 498]"
108,3600.0,3122J,SR,false,1836.6260,1564.3862,-272.2398,0.07648719022876088,0.3244541883468628,"[767, 463, 812, 496]","[767, 463, 812, 496]"
109,3633.3333333333335,,,true,161.9524,85.6660,-76.2864,0.0,0.0,,
110,3666.666666666667,3823,6,false,1024.3986,1769.6072,745.2086,0.263187974691391,0.263187974691391,"[768, 459, 817, 494]","[768, 459, 817, 494]"
111,3700.0,,,true,204.5917,189.6624,-14.9293,0.0,0.0,,
112,3733.3333333333335,3124,6,false,890.1274,1911.9143,1021.7869,0.4268656373023987,0.4268656373023987,"[774, 456, 824, 489]","[774, 456, 824, 489]"
113,3766.666666666667,99,9948,false,644.2395,1723.0578,1078.8183,0.4086116850376129,0.4086116850376129,"[417, 681, 493, 720]","[417, 681, 493, 720]"
114,3800.0000000000005,99,799447,false,677.3312,1864.8079,1187.4767,0.48726098600927914,0.598358690738678,"[426, 677, 503, 720]","[426, 677, 503, 720]"
115,3833.3333333333335,99,RM,false,1234.3786,2195.5109,961.1323,0.8241537809371948,0.8241537809371948,"[438, 671, 514, 720]","[438, 671, 514, 720]"
116,3866.6666666666665,99,RM,false,1591.6442,2043.7673,452.1231,0.7255414724349976,0.7255414724349976,"[448, 666, 525, 720]","[448, 666, 525, 720]"
117,3900.0000000000005,99,RM,false,2680.6916,1408.4821,-1272.2095,0.6065025329589844,0.6065025329589844,"[458, 663, 534, 716]","[458, 663, 534, 716]"
118,3933.3333333333335,99,1225,false,1879.6129,2047.2535,167.6406,0.6043959856033325,0.6043959856033325,"[467, 658, 543, 712]","[467, 658, 543, 712]"
119,3966.666666666667,12,1245,false,1471.2598,2065.9157,594.6559,0.4777831435203552,0.4777831435203552,"[478, 654, 552, 707]","[478, 654, 552, 707]"
120,4000.0,,,true,313.2340,113.8118,-199.4222,0.0,0.0,,
121,4033.333333333333,12125,12948,false,1594.9460,2015.5033,420.5573,0.4158478379249573,0.4158478379249573,"[494, 647, 568, 695]","[494, 647, 568, 695]"
122,4066.6666666666665,12L2S,RM,false,1265.2576,1564.2086,298.9510,0.3971325235558297,0.7962276935577393,"[506, 640, 576, 690]","[506, 640, 576, 690]"
123,4100.000000000001,99A0,12925,false,1184.2078,2100.1105,915.9027,0.5806178917889007,0.6773092150688171,"[512, 638, 582, 685]","[512, 638, 582, 685]"
124,4133.333333333334,1212S,649,false,1459.2995,1758.0154,298.7159,0.3354991551406068,0.7037264108657837,"[521, 634, 589, 683]","[521, 634, 589, 683]"
125,4166.666666666667,12125,RM,false,1547.9339,1209.3236,-338.6103,0.5619844198226929,0.5619844198226929,"[528, 631, 598, 678]","[528, 631, 598, 678]"
126,4200.0,12125,RM,false,1321.0362,1610.8209,289.7847,0.7859468460083008,0.7859468460083008,"[537, 626, 604, 674]","[537, 626, 604, 674]"
127,4233.333333333333,12125,RM,false,1097.8198,1759.5031,661.6833,0.8222748041152954,0.8222748041152954,"[543, 623, 609, 669]","[543, 623, 609, 669]"
128,4266.666666666667,12125,RM,false,1532.8538,1795.3823,262.5285,0.5724512934684753,0.5724512934684753,"[549, 619, 615, 666]","[549, 619, 615, 666]"
129,4300.0,12125,RM,false,1506.8661,1225.3193,-281.5468,0.8073925971984863,0.8073925971984863,"[555, 614, 621, 662]","[555, 614, 621, 662]"
130,4333.333333333334,99,PRICE,false,1875.8674,1639.4503,-236.4171,0.7183787822723389,0.7183787822723389,"[560, 611, 625, 658]","[560, 611, 625, 658]"
131,4366.666666666667,99,6,false,1918.1054,1669.8652,-248.2402,0.7009894251823425,0.7009894251823425,"[567, 608, 629, 653]","[567, 608, 629, 653]"
132,4400.0,12125,RM,false,1528.6969,1877.1122,348.4153,0.48527736736092314,0.6307920217514038,"[571, 606, 637, 650]","[571, 606, 637, 650]"
133,4433.333333333334,99,RM,false,1627.0175,1911.8750,284.8575,0.6367480754852295,0.6367480754852295,"[578, 602, 640, 646]","[578, 602, 640, 646]"
134,4466.666666666667,99,649,false,1242.7549,1924.9922,682.2373,0.49022209644317627,0.49022209644317627,"[582, 599, 644, 643]","[582, 599, 644, 643]"
135,4500.0,12L2S,6,false,1905.7395,1994.9371,89.1976,0.31155876484240835,0.7609681487083435,"[590, 596, 649, 639]","[590, 596, 649, 639]"
136,4533.333333333333,9930,PAID,false,1511.6768,1944.2159,432.5391,0.37905877599308707,0.7279955148696899,"[594, 593, 654, 636]","[594, 593, 654, 636]"
137,4566.666666666667,9940,649,false,1763.7951,1970.6909,206.8958,0.35091179609298706,0.35091179609298706,"[598, 590, 659, 635]","[598, 590, 659, 635]"
138,4600.000000000001,12125,,false,1542.5063,1246.4703,-296.0360,0.5676506605318837,0.694880485534668,"[605, 586, 664, 630]","[605, 586, 664, 630]"
139,4633.333333333334,99AD,,false,1362.2321,1537.9580,175.7259,0.41994765400886536,0.41994765400886536,"[608, 585, 667, 628]","[608, 585, 667, 628]"
140,4666.666666666667,1212S,629,false,1241.2482,1956.9691,715.7209,0.4490481634033256,0.6717525720596313,"[613, 584, 671, 625]","[613, 584, 671, 625]"
141,4700.0,02125,,false,1386.4022,1485.4873,99.0851,0.5978218351699631,0.7198737859725952,"[618, 580, 674, 620]","[618, 580, 674, 620]"
142,4733.333333333333,1212S,6,false,1506.6763,1615.8279,109.1516,0.33910885653986955,0.6963337659835815,"[621, 578, 678, 619]","[621, 578, 678, 619]"
143,4766.666666666667,,,true,140.3262,218.4576,78.1314,0.0,0.0,,
144,4800.0,12L2S,PRICE,false,1463.9165,1373.2015,-90.7150,0.4049629271030426,0.4049629271030426,"[629, 572, 685, 612]","[629, 572, 685, 612]"
145,4833.333333333334,99,RM,false,1624.5378,1603.8914,-20.6464,0.4591892957687378,0.4591892957687378,"[635, 570, 688, 610]","[635, 570, 688, 610]"
146,4866.666666666667,2125,RM,false,1699.3460,1669.2871,-30.0589,0.22712982906014215,0.5383699536323547,"[638, 568, 691, 608]","[638, 568, 691, 608]"
147,4900.0,99AB,12948,false,1966.7933,1714.0014,-252.7919,0.5604706142229684,0.6851100325584412,"[640, 566, 693, 604]","[640, 566, 693, 604]"
148,4933.333333333334,,10740,false,797.7228,1565.0686,767.3458,0.0,0.5252014398574829,"[250, 703, 335, 720]","[250, 703, 335, 720]"
149,4966.666666666667,,1046,false,562.4038,1757.3317,1194.9279,0.0,0.5033801794052124,"[259, 696, 344, 720]","[259, 696, 344, 720]"
150,5000.0,24HE,24AE,false,1080.8237,1855.8525,775.0288,0.13328647288478385,0.7758913040161133,"[268, 689, 354, 720]","[268, 689, 354, 720]"
151,5033.333333333333,24HE,24AE,false,795.4327,1795.7053,1000.2726,0.32500102140642356,0.7992479801177979,"[273, 686, 358, 720]","[273, 686, 358, 720]"
152,5066.666666666667,2LAE,24AE,false,1107.8533,2020.1098,912.2565,0.5466641843388044,0.819831907749176,"[281, 680, 368, 720]","[281, 680, 368, 720]"
153,5100.000000000001,24AE,2445,false,757.1172,1516.1744,759.0572,0.5713060864732856,0.8587568998336792,"[291, 675, 377, 720]","[291, 675, 377, 720]"
154,5133.333333333334,24AE,2445,false,1751.5778,1715.8509,-35.7269,0.7433268359089,0.8890988230705261,"[298, 670, 385, 720]","[298, 670, 385, 720]"
155,5166.666666666667,24AE,0345,false,2147.9525,1591.1470,-556.8055,0.8892075419425964,0.8892075419425964,"[307, 664, 393, 720]","[307, 664, 393, 720]"
156,5200.0,24AE,0345,false,1220.2393,1955.0152,734.7759,0.4995325616151803,0.884844958782196,"[313, 660, 401, 720]","[313, 660, 401, 720]"
157,5233.333333333333,24AE,03153,false,1531.2007,1620.2733,89.0726,0.7509810397868274,0.8905507922172546,"[324, 654, 410, 715]","[324, 654, 410, 715]"
158,5266.666666666667,24AE,03153,false,1113.6454,1684.8373,571.1919,0.9067675471305847,0.9067675471305847,"[331, 650, 418, 710]","[331, 650, 418, 710]"
159,5300.0,24AE,03153,false,1313.2149,1715.4772,402.2623,0.8291947029149703,0.8595572113990784,"[341, 644, 426, 702]","[341, 644, 426, 702]"
160,5333.333333333334,244E,03153,false,1319.6564,1711.4386,391.7822,0.49913487591680683,0.9039170742034912,"[349, 639, 433, 695]","[349, 639, 433, 695]"
161,5366.666666666667,24AE,03153,false,1263.1890,1802.9562,539.7672,0.8887090086936951,0.8887090086936951,"[356, 633, 439, 691]","[356, 633, 439, 691]"
162,5400.0,24AE,03153,false,936.0861,1820.4267,884.3406,0.9003506302833557,0.9003506302833557,"[364, 630, 445, 686]","[364, 630, 445, 686]"
163,5433.333333333334,24AE,09153,false,1404.4746,1878.5158,474.0412,0.784580642968113,0.8944374918937683,"[369, 623, 450, 679]","[369, 623, 450, 679]"
164,5466.666666666667,03151,03153,false,1365.9095,1640.3857,274.4762,0.6241833734817122,0.8883358836174011,"[377, 619, 455, 675]","[377, 619, 455, 675]"
165,5500.0,24AE,03153,false,1142.3434,1707.6163,565.2729,0.7373098112106453,0.8943686485290527,"[385, 615, 463, 669]","[385, 615, 463, 669]"
166,5533.333333333333,24AE,03150,false,1387.0318,1787.4365,400.4047,0.8135725938712554,0.8892890810966492,"[391, 610, 465, 664]","[391, 610, 465, 664]"
167,5566.666666666667,24AE,09153,false,1167.6963,1804.9676,637.2713,0.7467431766820543,0.8981344103813171,"[395, 607, 472, 660]","[395, 607, 472, 660]"
168,5600.000000000001,09153,03153,false,1240.2727,1990.7040,750.4313,0.4510493016336266,0.8725191950798035,"[401, 603, 476, 655]","[401, 603, 476, 655]"
169,5633.333333333334,09151,03153,false,1228.6856,2077.8844,849.1988,0.8691117167472839,0.8691117167472839,"[408, 599, 481, 651]","[408, 599, 481, 651]"
170,5666.666666666667,24AE,03153,false,1194.8638,2299.9979,1105.1341,0.7788709097187534,0.8575942516326904,"[412, 594, 484, 646]","[412, 594, 484, 646]"
171,5700.0,24AE,09153,false,1066.9741,2861.9926,1795.0185,0.6188074900613681,0.8582776188850403,"[414, 590, 487, 642]","[414, 590, 487, 642]"
172,5733.333333333333,24AE,03153,false,1311.6214,2296.7866,985.1652,0.5397902625721256,0.8673720955848694,"[419, 588, 493, 638]","[419, 588, 493, 638]"
173,5766.666666666667,24AE,09153,false,1274.1249,3012.2696,1738.1447,0.49737057882778546,0.8937214612960815,"[425, 583, 497, 634]","[425, 583, 497, 634]"
174,5800.000000000001,03151,03153,false,1128.9850,1712.6828,583.6978,0.8121091104699214,0.8856536149978638,"[428, 582, 497, 632]","[428, 582, 497, 632]"
175,5833.333333333334,03151,03153,false,1339.5488,1944.9203,605.3715,0.4057271611069835,0.8652310371398926,"[430, 578, 502, 628]","[430, 578, 502, 628]"
176,5866.666666666667,03153,03153,true,1727.3082,1713.0798,-14.2284,0.4607886018652301,0.8392848968505859,"[435, 575, 505, 625]","[435, 575, 505, 625]"
177,5900.0,09153,03153,false,1105.3581,1546.7470,441.3889,0.701943199559766,0.8444925546646118,"[439, 574, 508, 622]","[439, 574, 508, 622]"
178,5933.333333333334,09153,03153,false,1155.9291,1573.2491,417.3200,0.8128217931100805,0.870975136756897,"[442, 573, 510, 620]","[442, 573, 510, 620]"
179,5966.666666666667,03153,03153,true,1501.6742,1955.8915,454.2173,0.4990362081972134,0.8740392327308655,"[446, 568, 514, 617]","[446, 568, 514, 617]"
180,6000.0,01153,0355,false,1412.0057,1854.5275,442.5218,0.7842555243719467,0.8688474297523499,"[450, 567, 517, 614]","[450, 567, 517, 614]"
181,6033.333333333333,03153,0345,false,1428.4928,1492.6460,64.1532,0.4952880484471431,0.86342853307724,"[455, 565, 520, 612]","[455, 565, 520, 612]"
182,6066.666666666667,03153,0355,false,1652.5431,1689.2533,36.7102,0.48148047210630207,0.8399622440338135,"[458, 564, 523, 610]","[458, 564, 523, 610]"
183,6100.000000000001,03157,845,false,885.3164,1482.0372,596.7208,0.3339582110200054,0.828315019607544,"[460, 560, 528, 608]","[460, 560, 528, 608]"
184,6133.333333333334,24AE,0345,false,1259.2058,1607.0863,347.8805,0.22544545071643132,0.8373561501502991,"[463, 559, 530, 606]","[463, 559, 530, 606]"
185,6166.666666666667,03157,845,false,1379.7185,1475.3680,95.6495,0.20137952307819135,0.814462423324585,"[467, 559, 533, 604]","[467, 559, 533, 604]"
186,6200.0,24A,0345,false,1126.7316,1659.7369,533.0053,0.4255666488688038,0.8095861673355103,"[472, 557, 537, 602]","[472, 557, 537, 602]"
187,6233.333333333333,03157,845,false,1161.8457,1485.5541,323.7084,0.4602428551323447,0.8141939043998718,"[476, 554, 541, 600]","[476, 554, 541, 600]"
